name,regions,habitat,diet,type,start_date,end_date,size,weight,time_period,image_location,tooltip_content,attribution_total_score,test_date,wikiURL,extra_image
Smilodon,North America,Land,Carnivore,Mammal,10,5,8,600,Neogene,smilodon,"Smilodon is a genus of the extinct machairodont subfamily of the felids. It is one of the most famous prehistoric mammals and the best known saber-toothed cat. Although commonly known as the saber-toothed tiger, it was not closely related to the tiger or other modern cats. Smilodon lived in the Americas during the Pleistocene epoch (2.5 mya – 10,000 years ago). The genus was named in 1842 based on fossils from Brazil; the generic name means ""scalpel"" or ""two-edged knife"" combined with ""tooth"". Three species are recognized today: S. gracilis, S. fatalis, and S. populator. The two latter species were probably descended from S. gracilis, which itself probably evolved from Megantereon. The hundreds of individuals obtained from the La Brea Tar Pits in Los Angeles constitute the largest collection of Smilodon fossils.
<p>
Overall, Smilodon was more robustly built than any extant cat, with particularly well-developed forelimbs and exceptionally long upper canine teeth. Its jaw had a bigger gape than that of modern cats, and its upper canines were slender and fragile, being adapted for precision killing. S. gracilis was the smallest species at 55 to 100 kg (120 to 220 lb) in weight. S. fatalis had a weight of 160 to 280 kg (350 to 620 lb) and height of 100 cm (39 in). Both of these species are mainly known from North America, but remains from South America have also been attributed to them. S. populator from South America was the largest species, at 220 to 436 kg (485 to 961 lb) in weight and 120 cm (47 in) in height, and was among the largest known felids. The coat pattern of Smilodon is unknown, but it has been artistically restored with plain or spotted patterns.
<p>
    In North America, Smilodon hunted large herbivores such as bison and camels, and it remained successful even when encountering new prey species in South America. Smilodon is thought to have killed its prey by holding it still with its forelimbs and biting it, but it is unclear in what manner the bite itself was delivered. Scientists debate whether Smilodon had a social or a solitary lifestyle; analysis of modern predator behavior as well as of Smilodon's fossil remains could be construed to lend support to either view. Smilodon probably lived in closed habitats such as forests and bush, which would have provided cover for ambushing prey. Smilodon died out at the same time that most North and South American megafauna disappeared, about 10,000 years ago. Its reliance on large animals has been proposed as the cause of its extinction, along with climate change and competition with other species, but the exact cause is unknown.",12,5,https://en.wikipedia.org/wiki/Smilodon,yes
Wooly Mammoth,North America,Land,Herbivore,Mammal,0,1,12,16000,Neogene,mammoth,"The woolly mammoth (Mammuthus primigenius) is an extinct species of mammoth that lived during the Pleistocene until its extinction in the Holocene epoch. It was one of the last in a line of mammoth species, beginning with Mammuthus subplanifrons in the early Pliocene. The woolly mammoth began to diverge from the steppe mammoth about 800,000 years ago in East Asia. Its closest extant relative is the Asian elephant. DNA studies show that the Columbian mammoth was a hybrid between woolly mammoths and another lineage descended from steppe mammoths. The appearance and behaviour of this species are among the best studied of any prehistoric animal because of the discovery of frozen carcasses in Siberia and North America, as well as skeletons, teeth, stomach contents, dung, and depiction from life in prehistoric cave paintings. Mammoth remains had long been known in Asia before they became known to Europeans in the 17th century. The origin of these remains was long a matter of debate, and often explained as being remains of legendary creatures. The mammoth was identified as an extinct species of elephant by Georges Cuvier in 1796.
<p>
The woolly mammoth was roughly the same size as modern African elephants. Males reached shoulder heights between 2.7 and 3.4 m (8.9 and 11.2 ft) and weighed up to 6 metric tons (6.6 short tons). Females reached 2.6–2.9 m (8.5–9.5 ft) in shoulder heights and weighed up to 4 metric tons (4.4 short tons). A newborn calf weighed about 90 kg (200 lb). The woolly mammoth was well adapted to the cold environment during the last ice age. It was covered in fur, with an outer covering of long guard hairs and a shorter undercoat. The colour of the coat varied from dark to light. The ears and tail were short to minimise frostbite and heat loss. It had long, curved tusks and four molars, which were replaced six times during the lifetime of an individual. Its behaviour was similar to that of modern elephants, and it used its tusks and trunk for manipulating objects, fighting, and foraging. The diet of the woolly mammoth was mainly grasses and sedges. Individuals could probably reach the age of 60. Its habitat was the mammoth steppe, which stretched across northern Eurasia and North America.
<p>
The woolly mammoth coexisted with early humans, who used its bones and tusks for making art, tools, and dwellings, and hunted the species for food. The population of woolly mammoths declined at the end of the Pleistocene, disappearing throughout most of its mainland range, although isolated populations survived on St. Paul Island until 5,600 years ago, on Wrangel Island until 4,000 years ago, and possibly (based on ancient eDNA) in the Yukon up to 5,700 years ago and on the Taymyr Peninsula up to 3,900 years ago. After its extinction, humans continued using its ivory as a raw material, a tradition that continues today. With a genome project for the mammoth completed in 2015, it has been proposed the species could be revived through various means, but none of the methods proposed are yet feasible.
",15,1,https://en.wikipedia.org/wiki/Woolly_mammoth,no
Mosasaurus,Eurasia,Water,Carnivore,Marine Reptile,66,82,50,30000,Cretaceous,mosasaurus,"Mosasaurus (/ˌmoʊzəˈsɔːrəs/; ""lizard of the Meuse River"") is the type genus (defining example) of the mosasaurs, an extinct group of aquatic squamate reptiles. It lived from about 82 to 66 million years ago during the Campanian and Maastrichtian stages of the Late Cretaceous. The earliest fossils of Mosasaurus known to science were found as skulls in a chalk quarry near the Dutch city of Maastricht in the late 18th century, which were initially thought to have been the bones of crocodiles or whales. One skull discovered around 1780, and which was seized by France during the French Revolutionary Wars for its scientific value, was famously nicknamed the ""great animal of Maastricht"". In 1808, naturalist Georges Cuvier concluded that it belonged to a giant marine lizard with similarities to monitor lizards but otherwise unlike any known living animal. This concept was revolutionary at the time and helped support the then-developing ideas of extinction. Cuvier did not designate a scientific name for the new animal, and this was done by William Daniel Conybeare in 1822 when he named it Mosasaurus in reference to its origin in fossil deposits near the Meuse River. The exact affinities of Mosasaurus as a squamate remain controversial, and scientists continue to debate whether its closest living relatives are monitor lizards or snakes.
<p>

Traditional interpretations have estimated the maximum length of the largest species, M. hoffmannii, to be up to 17.1 meters (56 ft), making it one of the largest mosasaurs, although some scientists consider this an overestimation with recent estimates suggesting a length closer to 13 meters (43 ft). The skull of Mosasaurus was equipped with robust jaws capable of swinging back and forth and strong muscles capable of powerful bites using dozens of large teeth adapted for cutting prey. Its four limbs were shaped into robust paddles to steer the animal underwater. Its tail was long and ended in a downward bend and a paddle-like fluke. Mosasaurus was a predator possessing excellent vision to compensate for its poor sense of smell, and a high metabolic rate suggesting it was endothermic (""warm-blooded""), an adaptation only found in mosasaurs among squamates. There is considerable morphological variability across the currently-recognized species in Mosasaurus—from the robustly-built M. hoffmannii to the slender and serpentine M. lemonnieri—but an unclear diagnosis (description of distinguishing features) of the type species M. hoffmannii led to a historically problematic classification. As a result, more than fifty different species have been attributed to the genus in the past. A redescription of the type specimen in 2017 helped resolve the taxonomy issue and confirmed at least five species to be within the genus. Another five species still nominally classified within Mosasaurus are planned to be reassessed in a future study.
<p>
Fossil evidence suggests Mosasaurus inhabited much of the Atlantic Ocean and the seaways adjacent to it. Mosasaurus fossils have been found in places as diverse as North and South America, Europe, Africa, Western Asia, and Antarctica. This distribution encompassed a wide range of oceanic climates including tropical, subtropical, temperate, and subpolar climates. Mosasaurus was a common large predator in these oceans and was positioned at the top of the food chain. Paleontologists believe its diet would have included virtually any animal; it likely preyed on bony fish, sharks, cephalopods, birds, and other marine reptiles including sea turtles and other mosasaurs. It likely preferred to hunt in open water near the surface. From an ecological standpoint, Mosasaurus probably had a profound impact on the structuring of marine ecosystems; its arrival in some locations such as the Western Interior Seaway in North America coincides with a complete turnover of faunal assemblages and diversity. Mosasaurus faced competition with other large predatory mosasaurs such as Prognathodon and Tylosaurus—which were known to feed on similar prey—though they were able to coexist in the same ecosystems through niche partitioning. There were still conflicts among them, as an instance of Tylosaurus attacking a Mosasaurus has been documented. Several fossils document deliberate attacks on Mosasaurus individuals by members of the same species. In fighting likely took place in the form of snout grappling, similarly seen in modern crocodiles today.",14,82,https://en.wikipedia.org/wiki/Mosasaurus,yes
Archelon,North America,Water,Carnivore,Marine Reptile,74,80,20,6000,Cretaceous,archelon,"Archelon is an extinct marine turtle from the Late Cretaceous, and is the largest turtle ever to have been documented, with the biggest specimen measuring 4.6 m (15 ft) from head to tail and 2.2–3.2 t (2.4–3.5 short tons) in body mass. It is known only from the Dakota Pierre Shale and has one species, A. ischyros. In the past, the genus also contained A. marshii and A. copei, though these have been reassigned to Protostega and Microstega, respectively. The genus was named in 1895 by American paleontologist George Reber Wieland based on a skeleton from South Dakota, who placed it into the extinct family Protostegidae. The leatherback sea turtle (Dermochelys coriacea) was once thought to be its closest living relative, but now, Protostegidae is thought to be a completely separate lineage from any living sea turtle.
<p>

Archelon had a leathery carapace instead of the hard shell seen in sea turtles. The carapace may have featured a row of small ridges, each peaking at 2.5 or 5 cm (1 or 2 in) in height. It had an especially hooked beak and its jaws were adept at crushing, so it probably ate hard-shelled crustaceans and mollusks while slowly moving over the seafloor. However, its beak may have been adapted for shearing flesh, and Archelon was likely able to produce powerful strokes necessary for open-ocean travel. It inhabited the northern Western Interior Seaway, a mild to cool area dominated by plesiosaurs, hesperornithiform seabirds, and mosasaurs. It may have gone extinct due to the shrinking of the seaway, increased egg and hatchling predation, and cooling climate.
<p>
Archelon had a distinctly elongated and narrow head. It had a defined hooked beak which was probably covered in a sheath in life, reminiscent of the beaks of birds of prey. However, in the back, the cutting edge of the beak is dull compared to sea turtles. Much of the length of the head derives from the elongated premaxillae–which is the front part of the beak in this animal–and maxillae. The jugal bones, the cheek bones, due to the elongate head, do not project as far as they do in other turtles. The nostrils are elongated and rest on the top of the skull, slightly posited forward, and are unusually horizontal compared to sea turtles. The jugal bones (cheekbones) are rounded as opposed to triangular in sea turtles. The articular bone, which formed the jaw joint, was probably heavily encased in cartilage. The jaw probably moved in a hammering motion",14,76,https://en.wikipedia.org/wiki/Archelon,no
Dimetrodon,North America,Land,Herbivore,Dinosaur,270,295,15,550,Permian,dimetrodon,"Dimetrodon (/daɪˈmiːtrədɒn/ (listen) or /daɪˈmɛtrədɒn/) meaning ""two measures of teeth,” is an extinct genus of non-mammalian synapsid that lived during the Cisuralian (Early Permian), around 295–272 million years ago (Mya). It is a member of the family Sphenacodontidae. The most prominent feature of Dimetrodon is the large neural spine sail on its back formed by elongated spines extending from the vertebrae. It walked on four legs and had a tall, curved skull with large teeth of different sizes set along the jaws. Most fossils have been found in the Southwestern United States, the majority coming from a geological deposit called the Red Beds of Texas and Oklahoma. More recently, fossils have been found in Germany. Over a dozen species have been named since the genus was first erected in 1878.
<p>
Dimetrodon is often mistaken for a dinosaur or as a contemporary of dinosaurs in popular culture, but it became extinct some 40 million years before the first appearance of dinosaurs. Reptile-like in appearance and physiology, Dimetrodon is nevertheless more closely related to mammals than to modern reptiles, though it is not a direct ancestor of mammals. Dimetrodon is assigned to the ""non-mammalian synapsids"", a group traditionally – but incorrectly – called ""mammal-like reptiles"",[4] and now known as stem mammals. This groups Dimetrodon together with mammals in a clade (evolutionary group) called Synapsida, while placing dinosaurs, reptiles, and birds in a separate clade, the Sauropsida. Single openings in the skull behind each eye, known as temporal fenestrae, and other skull features distinguish Dimetrodon and mammals from most of the earliest sauropsids.
<p>
Dimetrodon was probably one of the apex predators of the Cisuralian ecosystems, feeding on fish and tetrapods, including reptiles and amphibians. Smaller Dimetrodon species may have had different ecological roles. The sail of Dimetrodon may have been used to stabilize its spine or to heat and cool its body as a form of thermoregulation. Some recent studies argue that the sail would have been ineffective at removing heat from the body due to large species being discovered with small sails and small species being discovered with large sails, essentially ruling out heat regulation as its main purpose. The sail was most likely used in courtship display with methods such as threatening rivals or showing off to potential mates.",14,270,https://en.wikipedia.org/wiki/Dimetrodon,no
Elasmosaurus,North America,Land,Carnivore,Marine Reptile,80,80,34,4400,Cretaceous,aquatic,"Elasmosaurus (/ɪˌlæzməˈsɔːrəs, -moʊ-/;) is a genus of plesiosaur that lived in North America during the Campanian stage of the Late Cretaceous period, about 80.5 million years ago. The first specimen was discovered in 1867 near Fort Wallace, Kansas, US, and was sent to the American paleontologist Edward Drinker Cope, who named it E. platyurus in 1868. The generic name means ""thin-plate reptile"", and the specific name means ""flat-tailed"". Cope originally reconstructed the skeleton of Elasmosaurus with the skull at the end of the tail, an error which was made light of by the paleontologist Othniel Charles Marsh, and became part of their ""Bone Wars"" rivalry. Only one incomplete Elasmosaurus skeleton is definitely known, consisting of a fragmentary skull, the spine, and the pectoral and pelvic girdles, and a single species is recognized today; other species are now considered invalid or have been moved to other genera.
<p>
Measuring 10.3 meters (34 ft) in length and 2 metric tons (2.2 short tons) in body mass, Elasmosaurus would have had a streamlined body with paddle-like limbs, a short tail, a small head, and an extremely long neck. The neck alone was around 7.1 meters (23 ft) long. Along with its relative Albertonectes, it was one of the longest-necked animals to have lived, with the second largest number of neck vertebrae known, 72, 4 less than Albertonectes. The skull would have been slender and triangular, with large, fang-like teeth at the front, and smaller teeth towards the back. It had six teeth in each premaxilla of the upper jaw, and may have had 14 teeth in the maxilla and 19 in the dentary of the lower jaw. Most of the neck vertebrae were compressed sideways, and bore a longitudinal crest or keel along the sides.
<p>
The family Elasmosauridae was based on the genus Elasmosaurus, the first recognized member of this group of long-necked plesiosaurs. Elasmosaurids were well adapted for aquatic life, and used their flippers for swimming. Contrary to earlier depictions, their necks were not very flexible, and could not be held high above the water surface. It is unknown what their long necks were used for, but they may have had a function in feeding. Elasmosaurids probably ate small fish and marine invertebrates, seizing them with their long teeth, and may have used gastroliths (stomach stones) to help digest their food. Elasmosaurus is known from the Pierre Shale formation, which represents marine deposits from the Western Interior Seaway.",14,80,https://en.wikipedia.org/wiki/Elasmosaurus,no
Pachycephalosaurus,North America,Land,Herbivore,Dinosaur,66,70,15,1000,Cretaceous,pachycephalosaurus,"Pachycephalosaurus (/ˌpækɪˌsɛfələˈsɔːrəs/; meaning ""thick-headed lizard"", from Greek pachys-/παχύς- ""thick"", kephale/κεφαλή ""head"" and sauros/σαῦρος ""lizard"") is a genus of pachycephalosaurid dinosaurs. The type species, P. wyomingensis, is the only known species, but some researchers argue that there might be a second species, P. spinifer. It lived during the Late Cretaceous Period (Maastrichtian stage) of what is now North America. Remains have been excavated in Montana, South Dakota, Wyoming, and Alberta. It was a herbivorous creature which is primarily known from a single skull and a few extremely thick skull roofs, at 22 centimetres (9 inches) thick. More complete fossils have been found in recent years. Pachycephalosaurus was among the last non-avian dinosaurs before the Cretaceous–Paleogene extinction event. The genus Tylosteus has been synonymized with Pachycephalosaurus, as have the genera Stygimoloch and Dracorex in recent studies.
<p>
Like other pachycephalosaurids, Pachycephalosaurus was a bipedal herbivore with an extremely thick skull roof. It possessed long hindlimbs and small forelimbs. Pachycephalosaurus is the largest-known pachycephalosaur. The thick skull domes of Pachycephalosaurus and related genera gave rise to the hypothesis that pachycephalosaurs used their skulls in intra-species combat. This hypothesis has been disputed in recent years.
<p>
The anatomy of Pachycephalosaurus is poorly known, as only skull remains have been described. Pachycephalosaurus is famous for having a large, bony dome atop its skull, up to 25 cm (10 in) thick, which safely cushioned its tiny brain. The dome's rear aspect was edged with bony knobs and short bony spikes projected upwards from the snout. The spikes were probably blunt, not sharp.",14,66,https://en.wikipedia.org/wiki/Pachycephalosaurus,yes
Meganeura,North America,Land,Herbivore,Insect,299,305,2,0.3,Carboniferous,meganeura,"Meganeura is a genus of extinct insects from the Late Carboniferous (approximately 300 million years ago). They resembled and are related to the present-day dragonflies and damselflies, and were predatory, with their diet mainly consisting of other insects. The genus belongs to the Meganeuridae, a family including other similarly giant dragonfly-like insects ranging from the Late Carboniferous to Middle Permian. With a wingspan ranging from 65 cm (25.6 in) to over 70 cm (28 in)
<p>
Fossils of Meganeura were first discovered in Late Carboniferous (Stephanian) Coal Measures of Commentry, France in 1880. In 1885, French paleontologist Charles Brongniart described and named the fossil ""Meganeura"" (large-nerved), which refers to the network of veins on the insect's wings. Another fine fossil specimen was found in 1979 at Bolsover in Derbyshire. The holotype is housed in the National Museum of Natural History, in Paris. Despite being the iconic ""giant dragonfly"", fossils of Meganeura are poorly preserved in comparison to other meganeurids.
<p>
Research on close relatives Meganeurula and Meganeurites suggest that Meganeura was adapted to open habitats, and similar in behaviour to extant hawkers. The eyes of Meganeura were likely enlarged relative to body size. Meganeura has spines on the tibia and tarsi sections of the legs, which would have functioned as a ""flying trap"" to capture prey. An engineering examination estimated that the mass of the largest specimens with wingspans over 70 cm to be 100 to 150 grams. The analysis also suggested that Meganeura would be susceptible to overheating.",14,305,https://en.wikipedia.org/wiki/Meganeura,no
Megatherium,South America,Land,Herbivore,Mammal,1,5,20,8800,Neogene,megatherium,"Megatherium (/mɛɡəˈθɪəriəm/ meg-ə-THEER-ee-əm; from Greek méga (μέγα) 'great' + theríon (θηρίον) 'beast') is an extinct genus of ground sloths endemic to South America that lived from the Early Pliocene through the end of the Pleistocene. It is best known for the elephant-sized type species M. americanum, sometimes called the giant ground sloth, or the megathere, native to the Pampas through southern Bolivia during the Pleistocene. Various other smaller species belonging to the subgenus Pseudomegatherium are known from the Andes.
<p>
Megatherium is part of the sloth family Megatheriidae, which also includes the similarly giant Eremotherium, comparable in size to M. americanum, which was native to tropical South America, Central America and North America as far north as the southern United States. Only a few other land mammals equaled or exceeded M. americanum in size, such as large proboscideans (e.g., elephants) and the giant rhinoceros Paraceratherium. Megatherium was first discovered in 1788 on the bank of the Luján River in Argentina. The holotype specimen was then shipped to Spain the following year wherein it caught the attention of the paleontologist Georges Cuvier, who was the first to determine, by means of comparative anatomy, that Megatherium was a sloth. Megatherium became extinct around 12,000 years ago during the Quaternary extinction event, which also claimed most other large mammals in the New World. The extinction coincides with the settlement of the Americas, and a kill site where a M. americanum was slaughtered and butchered is known, suggesting that hunting could have caused its extinction.
<p>
One study has proposed that Megatherium was mostly hairless, like modern elephants, because its large size and small surface-area-to-volume ratio would have made it susceptible to overheating.",14,5,https://en.wikipedia.org/wiki/Megatherium,no
Argentavis,South America,Land,Herbivore,Bird,6.5,9,25,160,Neogene,argentavis,"Argentavis magnificens was among the largest flying birds ever to exist. While it is still considered the heaviest flying bird of all time, Argentavis was likely surpassed in wingspan by Pelagornis sandersi which is estimated to have possessed wings some 20% longer than Argentavis and which was described in 2014. A. magnificens, sometimes called the Giant Teratorn, is an extinct species known from three sites in the Epecuén and Andalhualá Formations in central and northwestern Argentina dating to the Late Miocene (Huayquerian), where a good sample of fossils has been obtained.
<p>
The single known humerus (upper arm bone) specimen of Argentavis is somewhat damaged. Even so, it allows a fairly accurate estimate of its length in life. Argentavis's humerus was only slightly shorter than an entire human arm. The species apparently had stout, strong legs and large feet which enabled it to walk with ease. The bill was large, rather slender, and had a hooked tip with a wide gape.
<p>
Argentavis wingspan estimates varied widely depending on the method used for scaling, i.e. regression analyses or comparisons with the California condor. At one time, wingspans have been published for the species up to 7.5 to 8 m (24 ft 7 in to 26 ft 3 in) but more recent estimates put the wingspan more likely in the range of 5.09 to 6.5 m (16 ft 8 in to 21 ft 4 in). Whether this span could have reached 7 m (23 ft 0 in) appears uncertain per modern authorities.",14,9,https://en.wikipedia.org/wiki/Argentavis,no
Coelophysis,North America,Land,Carnivore,Dinosaur,201,216,10,33,Triassic,coelophysis,"Coelophysis (/sɛˈlɒfɪsɪs/ sel-OF-iss-iss traditionally; /ˌsɛloʊˈfaɪsɪs/ SEL-oh-FY-siss or /ˌsiːloʊˈfaɪsɪs/ SEE-loh-FY-siss, as heard more commonly in recent decades) is an extinct genus of coelophysid theropod dinosaur that lived approximately 228 to 201.3 million years ago during the latter part of the Triassic Period from the Carnian and Rhaetian faunal stages in what is now the southwestern United States. Megapnosaurus was once considered a species within this genus, but this interpretation has been challenged since 2017 and the genus Megapnosaurus is now considered valid.
<p>
Coelophysis was a small, slenderly-built, ground-dwelling, bipedal carnivore that could grow up to 3 m (9.8 ft) long. It is one of the earliest known dinosaur genera. Scattered material representing similar animals has been found worldwide in some Late Triassic and Early Jurassic formations.
<p>
The type species C. bauri, originally given to the genus Coelurus by Edward Drinker Cope in 1887, was described by the latter in 1889. The names Longosaurus and Rioarribasaurus are synonymous with Coelophysis. Coelophysis is one of the most specimen-rich dinosaur genera.",14,216,https://en.wikipedia.org/wiki/Coelophysis,no
Herrerasaurus,South America,Land,Carnivore,Dinosaur,228,231,20,770,Triassic,herrerasaurus,"Herrerasaurus is a genus of saurischian dinosaur from the Late Triassic period. This genus was one of the earliest dinosaurs from the fossil record. Its name means ""Herrera's lizard"", after the rancher who discovered the first specimen in 1958 in South America. All known fossils of this carnivore have been discovered in the Ischigualasto Formation of Carnian age (late Triassic according to the ICS, dated to 231.4 million years ago) in northwestern Argentina.
<p>
For many years, the classification of Herrerasaurus was unclear because it was known from very fragmentary remains. It was hypothesized to be a basal theropod, a basal sauropodomorph, a basal saurischian, or not a dinosaur at all but another type of archosaur. However, with the discovery of an almost complete skeleton and skull in 1988, Herrerasaurus has been classified as an early saurischian in most of the phylogenies on the origin and early evolution of dinosaurs.
<p>
It is a member of the Herrerasauridae, a family of similar genera that were among the earliest of the dinosaurian evolutionary radiation.",14,231,https://en.wikipedia.org/wiki/Herrerasaurus,yes
Thecodontosaurus,Eurasia,Land,Herbivore,Dinosaur,201,203,8,24,Triassic,thecodontosaurus,"Thecodontosaurus (""socket-tooth lizard"") is a genus of herbivorous basal sauropodomorph dinosaur that lived during the late Triassic period (Rhaetian age). Its remains are known mostly from Triassic ""fissure fillings"" in South England. Thecodontosaurus was a small bipedal animal, about 2 m (6.5 ft) long. It is one of the first dinosaurs to be discovered and is one of the oldest that existed. Many species have been named in the genus, but only the type species Thecodontosaurus antiquus is seen as valid today.
<p>
From the fragmentary remains of Thecodontosaurus, most of the skeleton can be reconstructed, except for the front of the skull. Thecodontosaurus had a rather short neck supporting a fairly large skull with large eyes. Its jaws contained many small- to medium-sized, serrated, leaf-shaped teeth. This dinosaur's hands and feet each had five digits, and the hands were long and rather narrow, with an extended claw on each. This dinosaur's front limbs were much shorter than the legs, and its tail was much longer than the head, neck and body put together. On average, it was 1.2 metres (3.9 ft) long, 30 centimetres (12 in) or 1 ft. tall, and weighed 11 kilograms (24 lb). The largest individuals had an estimated length of 2.5 metres (8.2 ft).
<p>
Examination of Thecodontosaurus revealed it was exclusively bipedal. Studies of the muscle attachments in its fore and hindlimbs suggest that it was an extremely fast bipedal runner that relied on its weaker front limbs for grasping vegetation, cutting it up and feeding it into its mouth. Its advanced running capabilities suggest it was well adapted for high-speed sprinting, probably as a means of escaping predators.",14,202,https://en.wikipedia.org/wiki/Thecodontosaurus,no
