occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments,protected,cx_int_no,formation,stratgroup,member,formation,stratgroup,member,stratscale,zone,localsection,localbed,localorder,regionalsection,regionalbed,regionalorder,stratcomments,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,lithdescript,lithology1,lithadj1,lithification1,minor_lithology1,fossilsfrom1,lithology2,lithadj2,lithification2,minor_lithology2,fossilsfrom2,environment,tectonic_setting,geology_comments,occurrence_comments,authorizer_no,enterer_no,modifier_no,authorizer,enterer,modifier,created,modified,paleomodel,paleolng,paleolat,geoplate
372881,occ,21983,,35293,n. gen. Cathetosaurus n. sp. lewisi,species,55640,recombined as,Camarasaurus lewisi,,species,55640,Kimmeridgian,,157.3,152.1,9518,-108.388,38.806,US,Colorado,Mesa,stated in text,3,outcrop,"Dominguez/Jones Quarry Pit 1, above confluence of Big and Little Dominguez Creeks, T14S R98W (N. Mex. principal meridian), Mesa Co., Colorado; E slope of Uncompaghre Plateau; ca. 1000 ft. above river. Pits 1 and 2 are 300 yes apart, and considered together as one site. Directions given in ref 62833 (Newell 1973).",FED,125,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"approx. 10 m above base of Brushy Basin Member, Morrison Fm.","""well-graded (now), pale green sediments""",mudstone,"gray,green",,,Y,,,,,,"""well-graded (now), pale green sediments""",mudstone,"gray,green",,,Y,,,,,,wet floodplain,,"""...The skeletons were buried near their death site in...a relatively quiet depositional environment an unknown distance from intermittent levee overwash during burial. No lenticular sandstones were present adjacent to the skeleton, or nearby on the same horizon...""...considered a poorly drained floodplain by Foster (2003)","BYU-VP 9047; ""a new species""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2009-09-02 21:23:09,2009-09-02 23:23:33,gp_mid,-41.89,26.29,101
372889,occ,,,35293,Sauropoda indet.,unranked clade,38653,,Sauropoda,,unranked clade,38653,Kimmeridgian,,157.3,152.1,56001,-108.388,38.806,US,Colorado,Mesa,stated in text,3,outcrop,"Dominguez/Jones Quarry Pit 1, above confluence of Big and Little Dominguez Creeks, T14S R98W (N. Mex. principal meridian), Mesa Co., Colorado; E slope of Uncompaghre Plateau; ca. 1000 ft. above river. Pits 1 and 2 are 300 yes apart, and considered together as one site. Directions given in ref 62833 (Newell 1973).",FED,125,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,"approx. 10 m above base of Brushy Basin Member, Morrison Fm.","""well-graded (now), pale green sediments""",mudstone,"gray,green",,,Y,,,,,,"""well-graded (now), pale green sediments""",mudstone,"gray,green",,,Y,,,,,,wet floodplain,,"""...The skeletons were buried near their death site in...a relatively quiet depositional environment an unknown distance from intermittent levee overwash during burial. No lenticular sandstones were present adjacent to the skeleton, or nearby on the same horizon...""...considered a poorly drained floodplain by Foster (2003)","""second unknown sauropod (to be described elsewhere)""; ""a sauropod somewhat larger than Camarasaurus""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2003-11-25 13:17:48,2015-08-04 14:50:39,gp_mid,-41.89,26.29,101
372892,occ,20555,,35296,Massospondylus sp.,genus,38642,,Massospondylus,,genus,38642,Hettangian,Sinemurian,201.3,190.8,15499,28.917299,-19.8939,ZW,Matabeleland North,Nyamandhlovu,based on nearby landmark,4,small collection,"Dingaan farm (neighboring Waterfall Farm, 25 miles NE of Bulawayo), Bubi District, Southern Rhodesia (= Zimbabwe)",,43,Forest Sandstone,Karoo,,Forest Sandstone,Karoo,,bed,,,,,,,,"""no more than"" 100 ft below base of Karroo Basalts","""white sandstone""",sandstone,white,,,Y,,,,,,"""white sandstone""",sandstone,white,,,Y,,,,,,terrestrial indet.,,,"""nearest South African ally""; A.2188 = NMSR 5043",14,14,0,M. Carrano,M. Carrano,,2008-04-08 14:34:52,2008-04-08 16:34:52,gp_mid,20.79,-34.83,701
372893,occ,20554,,35297,Thecodontosaurus ? sp.,genus,53022,,Thecodontosaurus,,genus,53022,Hettangian,Sinemurian,201.3,190.8,26977,28.917299,-19.893801,ZW,Matabeleland North,Nyamandhlovu,based on nearby landmark,4,small collection,"from the dump of a well, Waterfall farm, 25 miles NE of Bulawayo, Bubi district, Southern Rhodesia (= Zimbabwe).",,43,Forest Sandstone,Karoo,,Forest Sandstone,Karoo,,bed,,,,,,,,,"""white sandstone""",sandstone,white,,,Y,,,,,,"""white sandstone""",sandstone,white,,,Y,,,,,,terrestrial indet.,,,"""nearest South African ally"", ""Gyposaurus africanus"" (sic)",14,14,0,M. Carrano,M. Carrano,,2008-04-08 13:54:07,2008-04-08 15:54:07,gp_mid,20.79,-34.83,701
379672,occ,26936,,35909,Piveteausaurus ? sp.,genus,38593,,Piveteausaurus,,genus,38593,Late Callovian,Oxfordian,164.7,157.3,41617,-0.0667,49.299999,FR,Basse-Normandie,Calvados,based on nearby landmark,1,small collection,"Vaches Noires cliffs, along Calvados coast, between Villier-sur-Mer and Houlgate, 200 m E of the latter, France.",,15,Marnes de Dives,,,Marnes de Dives,,,bed,,,,,,,,"specimen found at base of cliffs, so original bed uncertain - either Marnes de Dives or overlying Oxfordian beds",,not reported,,,,,,,,,,,not reported,,,,,,,,,,marine indet.,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2012-05-25 7:00:11,2012-05-24 16:11:16,gp_mid,18.18,32.3,305
379673,occ,26937,,35910,Megalosauroidea indet.,superfamily,57247,,Megalosauroidea,,superfamily,57247,Late Callovian,,164.7,161.2,41617,0,49.3167,FR,Basse-Normandie,Calvados,based on nearby landmark,4,small collection,"at the foot of the Vaches Noires cliffs, about 1500 m W of Villers-sur-Mer parking, Calvados, France.",,15,Marnes de Dives,,,Marnes de Dives,,,formation,,,,,,,,"found at base of cliffs, so original formation source uncertain, but matrix and placement support derivation from the Upper Callovian beds",matrix contains traces of oolites,marl,ooidal,,,Y,,,,,,matrix contains traces of oolites,marl,ooidal,,,Y,,,,,,terrestrial indet.,,,Pennetier coll. 380,14,14,0,M. Carrano,M. Carrano,,2012-05-25 7:01:06,2012-05-24 16:01:06,gp_mid,19.28,32.75,305
379691,occ,26090,,35911,Camarasauridae indet.,family,38696,,Camarasauridae,,family,38696,Early Tithonian,,150.8,145,38534,4.9667,48.4333,FR,Haute-Marne,,based on nearby landmark,4,small collection,"from Ville-en-Blaisois, 20 km S of Sain-Dizier, Haute-Marne dept., France",,124,,,,,,,bed,Cyprina brongniarti,,,,,,,"Cyprina brongniarti zone, lower Portlandian, probably the ""calcaire tubuleux"" layer","""a hard greyish limestone""","""limestone""",gray,lithified,,Y,,,,,,"""a hard greyish limestone""","""limestone""",gray,lithified,,Y,,,,,,shallow subtidal indet.,,"""shallow marine environment""","""une série de vertèbres caudales qui rappellent un peu celles des Megalosaurus...""",14,14,0,M. Carrano,M. Carrano,,2011-11-17 6:50:20,2011-11-16 13:50:20,gp_mid,19.26,30.91,305
379968,occ,,,35968,Dryosaurus sp.,genus,38731,,Dryosaurus,,genus,38731,Early Kimmeridgian,,155.7,150.8,9662,-1.35,49.533298,FR,Normandie,Seine-Maritime,based on nearby landmark,4,small collection,"base of cliffs at Cap de la Hève, Octeville, just N of Le Havre, Seine-Maritime, Normandy, France.",,41,Marnes de Bléville,,Harpagodes Marl/Middle,Marnes de Bléville,,Harpagodes Marl/Middle,member,,,,,,,,"<i>Harpagodes</i> marl bed (= middle member), ""Marnes de Bléville"" formation",,marl,,,,Y,,,,,,,marl,,,,Y,,,,,,shallow subtidal indet.,,"""shallow marine, well-oxygenated environment""",,14,14,0,M. Carrano,M. Carrano,,2004-01-12 8:38:57,2004-01-12 10:38:57,gp_mid,14.31,31.45,305
382123,occ,,,36265,Allosaurus sp.,genus,38590,,Allosaurus,,genus,38590,Kimmeridgian,Tithonian,157.3,145,81462,-107.133202,34.942299,US,New Mexico,Cibola,stated in text,4,small collection,"Suwanee Peak, near Rio San José; near SE 1/4, sec. 2, T8N, R3W",,41,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,,,,,,,,,not reported,,,,,,,,,,,not reported,,,,,,,,,,terrestrial indet.,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-22 11:36:59,2022-04-26 9:40:25,gp_mid,,,coordinates not computable using this model
382134,occ,,,36267,Coelurosauria indet.,unranked clade,53940,,Coelurosauria,,unranked clade,53940,Early Bajocian,Early Bathonian,171.6,164.7,14745,-97.803169,17.753895,MX,Oaxaca,Mixteca,estimated from map,6,local area,"Mixteca region, municipality of Huajuapan de León, near town of Santa María Xochixtlapilco, SW Oaxaca state, SE Mexico. Lat-long values are average of ranges given in paper: (17° 42' to 17° 50'N and 97° 45' to 97° 52' W). Site is on a road cut at km 8.5 along Huajuapan de León-San Marcos Arteaga Road, about halfway between villages of Xochixtlapilco and Yosocuta, very close to an asphalt deposit of the Public Works Secretary.",,42,,Tecocoyunca,,,Tecocoyunca,,bed,,,,,,,,"age based on more southerly exposures of the unit, which contain ammonites and other invertebrates.","""red, shaley, laminar to very thinly bedded phyllarenitic siltstone""; ""red, thin to medium bedded phyllarenitic siltstone, sandstone, and conglomerate.""",siltstone,"wave ripples,planar lamination,red",,,Y,,,,,,"""red, shaley, laminar to very thinly bedded phyllarenitic siltstone""; ""red, thin to medium bedded phyllarenitic siltstone, sandstone, and conglomerate.""",siltstone,"wave ripples,planar lamination,red",,,Y,,,,,,delta plain,,"""shore of a coastal lagoon""; ""a huge delta complex""","incl. 3 trackways, morphotype A, morphic varieties Aa-Ak; IGM-9303-9315, 7425, 7428, 7430, 7458",14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-22 14:12:46,2008-10-07 16:23:17,gp_mid,-36.66,6.11,104
382135,occ,,,36267,Sauropoda indet.,unranked clade,38653,,Sauropoda,,unranked clade,38653,Early Bajocian,Early Bathonian,171.6,164.7,17017,-97.803169,17.753895,MX,Oaxaca,Mixteca,estimated from map,6,local area,"Mixteca region, municipality of Huajuapan de León, near town of Santa María Xochixtlapilco, SW Oaxaca state, SE Mexico. Lat-long values are average of ranges given in paper: (17° 42' to 17° 50'N and 97° 45' to 97° 52' W). Site is on a road cut at km 8.5 along Huajuapan de León-San Marcos Arteaga Road, about halfway between villages of Xochixtlapilco and Yosocuta, very close to an asphalt deposit of the Public Works Secretary.",,42,,Tecocoyunca,,,Tecocoyunca,,bed,,,,,,,,"age based on more southerly exposures of the unit, which contain ammonites and other invertebrates.","""red, shaley, laminar to very thinly bedded phyllarenitic siltstone""; ""red, thin to medium bedded phyllarenitic siltstone, sandstone, and conglomerate.""",siltstone,"wave ripples,planar lamination,red",,,Y,,,,,,"""red, shaley, laminar to very thinly bedded phyllarenitic siltstone""; ""red, thin to medium bedded phyllarenitic siltstone, sandstone, and conglomerate.""",siltstone,"wave ripples,planar lamination,red",,,Y,,,,,,delta plain,,"""shore of a coastal lagoon""; ""a huge delta complex""","morphotype C, morphic types Cl-Co; IGM-7958",14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-22 14:12:46,2008-10-07 16:23:17,gp_mid,-36.66,6.11,104
382136,occ,33786,,36268,aff. Allosaurus sp.,genus,38590,,Allosaurus,,genus,38590,Kimmeridgian,Tithonian,157.3,145,62847,-103.687775,43.430557,US,South Dakota,Fall River,based on nearby landmark,seconds,outcrop,"about 1 mile west of Minnekahta, SD (coordinates for town of Minnekahta). just W of where highway 18 cuts through E-W higback a few miles N of Edgemont. SW border of Black Hills.",,41,Morrison,,,Morrison,,,bed,,,,,,,,"found high in formation, 2.5 m below top, but age is unclear. Originally the ""Atlantosaurus Beds"".","tracks as molds in sandstone, prints in blue shale below",sandstone,,,,Y,"""shale""",blue,,,Y,"tracks as molds in sandstone, prints in blue shale below",sandstone,,,,Y,"""shale""",blue,,,Y,terrestrial indet.,,,YPM 2140,14,14,0,M. Carrano,M. Carrano,,2017-07-21 12:58:40,2017-07-21 12:58:40,gp_mid,-38.06,29.53,101
382137,occ,33785,,36268,Camptosaurus ? sp.,genus,38748,,Camptosaurus,,genus,38748,Kimmeridgian,Tithonian,157.3,145,62847,-103.687775,43.430557,US,South Dakota,Fall River,based on nearby landmark,seconds,outcrop,"about 1 mile west of Minnekahta, SD (coordinates for town of Minnekahta). just W of where highway 18 cuts through E-W higback a few miles N of Edgemont. SW border of Black Hills.",,41,Morrison,,,Morrison,,,bed,,,,,,,,"found high in formation, 2.5 m below top, but age is unclear. Originally the ""Atlantosaurus Beds"".","tracks as molds in sandstone, prints in blue shale below",sandstone,,,,Y,"""shale""",blue,,,Y,"tracks as molds in sandstone, prints in blue shale below",sandstone,,,,Y,"""shale""",blue,,,Y,terrestrial indet.,,,YPM 2140,14,14,0,M. Carrano,M. Carrano,,2017-07-21 12:58:28,2017-07-21 12:58:28,gp_mid,-38.06,29.53,101
382144,occ,,,36270,Theropoda indet.,unranked clade,38513,,Theropoda,,unranked clade,38513,Kimmeridgian,,157.3,152.1,9738,-106.063614,41.916111,US,Wyoming,Carbon,based on nearby landmark,seconds,outcrop,"E of Reed's Quarry 13, near Rock Creek",,125,Morrison,,,Morrison,,,bed,,,,,,,,"near the base of the Morrison, only a few meters above contact with Sundance.","""light grey limestone...The tracks are preserved as natural impressions, on an undulating surface which reveals local algal-stromatolitic and oncolytic features, occasional gastropods, silicified Equisetum stems and cylindrical root or burrow traces."" Overlain by claystones/mudstones.","""limestone""","burrows,bioturbation,gray",,,Y,claystone,"gray,green",,,,"""light grey limestone...The tracks are preserved as natural impressions, on an undulating surface which reveals local algal-stromatolitic and oncolytic features, occasional gastropods, silicified Equisetum stems and cylindrical root or burrow traces."" Overlain by claystones/mudstones.","""limestone""","burrows,bioturbation,gray",,,Y,claystone,"gray,green",,,,terrestrial indet.,,,majority of tracks; resemble <i>Grallator</i>,14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-22 15:06:06,2018-04-17 13:20:30,gp_mid,-38.95,28.74,101
382145,occ,34628,I,36270,Anomoepus ? sp.,genus,67049,,Anomoepus,,genus,67049,Kimmeridgian,,157.3,152.1,65404,-106.063614,41.916111,US,Wyoming,Carbon,based on nearby landmark,seconds,outcrop,"E of Reed's Quarry 13, near Rock Creek",,125,Morrison,,,Morrison,,,bed,,,,,,,,"near the base of the Morrison, only a few meters above contact with Sundance.","""light grey limestone...The tracks are preserved as natural impressions, on an undulating surface which reveals local algal-stromatolitic and oncolytic features, occasional gastropods, silicified Equisetum stems and cylindrical root or burrow traces."" Overlain by claystones/mudstones.","""limestone""","burrows,bioturbation,gray",,,Y,claystone,"gray,green",,,,"""light grey limestone...The tracks are preserved as natural impressions, on an undulating surface which reveals local algal-stromatolitic and oncolytic features, occasional gastropods, silicified Equisetum stems and cylindrical root or burrow traces."" Overlain by claystones/mudstones.","""limestone""","burrows,bioturbation,gray",,,Y,claystone,"gray,green",,,,terrestrial indet.,,,"""resembles Anomoepus""",14,14,0,M. Carrano,M. Carrano,,2018-04-17 13:20:40,2018-04-17 13:20:40,gp_mid,-38.95,28.74,101
382146,occ,,,36270,Sauropoda indet.,unranked clade,38653,,Sauropoda,,unranked clade,38653,Kimmeridgian,,157.3,152.1,9738,-106.063614,41.916111,US,Wyoming,Carbon,based on nearby landmark,seconds,outcrop,"E of Reed's Quarry 13, near Rock Creek",,125,Morrison,,,Morrison,,,bed,,,,,,,,"near the base of the Morrison, only a few meters above contact with Sundance.","""light grey limestone...The tracks are preserved as natural impressions, on an undulating surface which reveals local algal-stromatolitic and oncolytic features, occasional gastropods, silicified Equisetum stems and cylindrical root or burrow traces."" Overlain by claystones/mudstones.","""limestone""","burrows,bioturbation,gray",,,Y,claystone,"gray,green",,,,"""light grey limestone...The tracks are preserved as natural impressions, on an undulating surface which reveals local algal-stromatolitic and oncolytic features, occasional gastropods, silicified Equisetum stems and cylindrical root or burrow traces."" Overlain by claystones/mudstones.","""limestone""","burrows,bioturbation,gray",,,Y,claystone,"gray,green",,,,terrestrial indet.,,,,14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-22 15:06:06,2018-04-17 13:20:30,gp_mid,-38.95,28.74,101
382151,occ,,,36272,Theropoda indet.,unranked clade,38513,,Theropoda,,unranked clade,38513,Sinemurian,Pliensbachian,199.3,182.7,71349,-111.243332,36.101391,US,Arizona,Coconino,based on nearby landmark,seconds,outcrop,"near Goldtooth Spring, along edge of cliff near Cameron and SW of Tuba City, Arizona. = ""Site 3"" of Morales 1986.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,"in the ""silty facies"", high in the formation, 25 m below contact w/overlying Navajo Sandstone","""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,"""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,fluvial indet.,,"""a sandy ephemeral wadi""",very large theropod,14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-23 11:48:22,2020-01-02 15:32:13,gp_mid,-39.77,15.34,101
382152,occ,,I,36272,cf. Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Sinemurian,Pliensbachian,199.3,182.7,9742,-111.243332,36.101391,US,Arizona,Coconino,based on nearby landmark,seconds,outcrop,"near Goldtooth Spring, along edge of cliff near Cameron and SW of Tuba City, Arizona. = ""Site 3"" of Morales 1986.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,"in the ""silty facies"", high in the formation, 25 m below contact w/overlying Navajo Sandstone","""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,"""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,fluvial indet.,,"""a sandy ephemeral wadi""","""compare favorably with""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-23 11:51:04,2012-04-09 12:26:22,gp_mid,-39.77,15.34,101
382153,occ,,IF,36272,Dilophosauripus sp.,genus,231458,,Dilophosauripus,,genus,231458,Sinemurian,Pliensbachian,199.3,182.7,41099,-111.243332,36.101391,US,Arizona,Coconino,based on nearby landmark,seconds,outcrop,"near Goldtooth Spring, along edge of cliff near Cameron and SW of Tuba City, Arizona. = ""Site 3"" of Morales 1986.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,"in the ""silty facies"", high in the formation, 25 m below contact w/overlying Navajo Sandstone","""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,"""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,fluvial indet.,,"""a sandy ephemeral wadi""",,14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-23 11:51:04,2012-04-09 12:26:22,gp_mid,-39.77,15.34,101
382154,occ,,IF,36272,cf. Kayentapus sp.,genus,68970,,Kayentapus,,genus,68970,Sinemurian,Pliensbachian,199.3,182.7,9742,-111.243332,36.101391,US,Arizona,Coconino,based on nearby landmark,seconds,outcrop,"near Goldtooth Spring, along edge of cliff near Cameron and SW of Tuba City, Arizona. = ""Site 3"" of Morales 1986.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,"in the ""silty facies"", high in the formation, 25 m below contact w/overlying Navajo Sandstone","""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,"""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,fluvial indet.,,"""a sandy ephemeral wadi""","""compare favorably with""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-23 11:51:04,2012-04-09 12:26:22,gp_mid,-39.77,15.34,101
382155,occ,,I,36272,cf. Grallator sp.,genus,64079,,Grallator,,genus,64079,Sinemurian,Pliensbachian,199.3,182.7,9742,-111.243332,36.101391,US,Arizona,Coconino,based on nearby landmark,seconds,outcrop,"near Goldtooth Spring, along edge of cliff near Cameron and SW of Tuba City, Arizona. = ""Site 3"" of Morales 1986.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,"in the ""silty facies"", high in the formation, 25 m below contact w/overlying Navajo Sandstone","""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,"""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,fluvial indet.,,"""a sandy ephemeral wadi""","""compare favorably with""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-23 11:51:04,2012-04-09 12:26:22,gp_mid,-39.77,15.34,101
382156,occ,,IF,36272,cf. Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Sinemurian,Pliensbachian,199.3,182.7,9742,-111.243332,36.101391,US,Arizona,Coconino,based on nearby landmark,seconds,outcrop,"near Goldtooth Spring, along edge of cliff near Cameron and SW of Tuba City, Arizona. = ""Site 3"" of Morales 1986.",,43,Kayenta,Glen Canyon,Silty Facies,Kayenta,Glen Canyon,Silty Facies,bed,,,,,,,,"in the ""silty facies"", high in the formation, 25 m below contact w/overlying Navajo Sandstone","""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,"""a bioturbated, fine-grained, white sandstone""",sandstone,"bioturbation,fine,white",,,Y,,,,,,fluvial indet.,,"""a sandy ephemeral wadi""","""compare favorably with""",14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-01-23 11:51:04,2012-04-09 12:26:22,gp_mid,-39.77,15.34,101
382508,occ,18089,,36366,n. gen. Aragosaurus n. sp. ischiaticus,species,70637,,Aragosaurus ischiaticus,,species,70637,Kimmeridgian,Tithonian,157.3,145,7241,-0.87934,40.661667,ES,Aragón,Teruel,stated in text,6,outcrop,"1 km NNE of Galve, in the slope of a tunnel from Galve to Cañada. UTM 679266, 4503362. Originally named ""La Carretera"" in 1934 because it was on the old Galve road, then changed by Lapparent to ""Las Zabacheras.""",,41,Villar del Arzobispo,,,Villar del Arzobispo,,,bed,,Galve,Unit 3,bottom to top,,,,"Unit 3 has previously been suggested to be within the El Castellar Formation, and dated as Hauterivian–lower Barremian (see Canudo et al. 2012), but Royo-Torres et al. (2014) argue that Unit 3 is stratigraphically lower than the El Castellar Formation and belongs to the Villar del Arzobispo Formation, which is dated as upper Tithonian–lower Berriasian. Also called the ""Zabachera beds.""\r\n\r\nMost recently been placed in the lower section of the Galve Formation and assigned a probable late Berriasian–early Valanginian age (Aurell et al., 2016).\r\nVillar del Arzobispo is now considered Kimmeridgian-Tithonian age (Campo-Sotos et al. 2017)","Formed predominately of red limes, with rare thick lenses of terrigenous deposits (Molina and Yebenes 1987) - described as ""red clays"" by Lapparent (1960).\r\nUnit 3: ""The coarser terrigenous material (fine to medium sand) is not typically channelized, but most frequently occurs in lenticular bedding and isolated dunes (Diaz et al. 1984).""",lime mudstone,red,,,Y,"""siliciclastic""","lenticular,current ripples,bioturbation",,sandy,,"Formed predominately of red limes, with rare thick lenses of terrigenous deposits (Molina and Yebenes 1987) - described as ""red clays"" by Lapparent (1960).\r\nUnit 3: ""The coarser terrigenous material (fine to medium sand) is not typically channelized, but most frequently occurs in lenticular bedding and isolated dunes (Diaz et al. 1984).""",lime mudstone,red,,,Y,"""siliciclastic""","lenticular,current ripples,bioturbation",,sandy,,estuary/bay,,"""Unit 3 is characterized by the disappearance of the carbonate facies and predominance of mudstones. This is interpreted as a muddy intertidal flat deposit...Despite a large discontinuity existing within unit 3, or at its upper or lower boundaries, the intertidal facies can be integrated withing[sic].."" terregenous delta-derived material prograding into a shallow lagoon (Diaz et al. 1987).","""an undescribed genus,"" MPG LZ-20",14,14,435,M. Carrano,M. Carrano,P. Mannion,2006-06-06 8:12:34,2014-06-25 4:33:04,gp_mid,,,coordinates not computable using this model
384334,occ,18880,,36569,Mamenchisaurus n. sp. sinocanadorum,species,56541,,Mamenchisaurus sinocanadorum,,species,56541,Oxfordian,,163.5,157.3,9781,90,44.5,CN,Xinjiang,,stated in text,minutes,small collection,"General area is eastern Junggar Basin, Xinjiang, about 105 km NNE of Qitai, 2.5 km E of main N-S road between Qitai and Ertai. Site is 22 km N of Jianjungmiao and 1.7 km E of main N-S road.",,126,Shishugou,,Upper,Shishugou,,Upper,bed,,,,,,,,upper part of formation,"""coarse, rusty red channel sandstone in a 200 m sequence of pinkish-buff sands and silts""",sandstone,"coarse,red",,,Y,siltstone,"red,white,yellow",,sandy,,"""coarse, rusty red channel sandstone in a 200 m sequence of pinkish-buff sands and silts""",sandstone,"coarse,red",,,Y,siltstone,"red,white,yellow",,sandy,,coarse channel fill,,,IVPP 87004,14,14,14,M. Carrano,M. Carrano,M. Carrano,2007-01-19 11:15:10,2007-01-19 13:15:35,gp_mid,93.95,48.5,407
384369,occ,,,36576,Brontosaurus excelsus,species,52982,,Brontosaurus excelsus,,species,52982,Kimmeridgian,Tithonian,157.3,145,35184,-108.728699,39.128502,US,Colorado,Mesa,stated in text,4,outcrop,"1.5 mi S of Fruita, Grand River Valley, Colorado. In NW 1/4, sec 29, T1N, R2W (Ute meridian)",FED,41,Morrison,,Brushy Basin,Morrison,,Brushy Basin,bed,,N-Thoroughfare,500,bottom to top,,,,"""probably equivalent to Como Beds of Wyoming""; 198 ft below top of member","""variegated clays...alternation between green and purplish bands does not mark andy variation in the nature of hardness of these massive joint clays. There are frequent layers of clay nodules, sometimes calcareous, and a few ledges of nodular gray sandstone which are confined to limited areas. Occasional thick ledges of cross-bedded sandstone and lenticular masses of greenish sand occur at almost all levels, but these are likewise of limited extent. Near the top...the clays take on a more sandy nature."" (Riggs 1901)",claystone,"concretionary,green,red,blue",,,,sandstone,"""cross stratification""",,,Y,"""variegated clays...alternation between green and purplish bands does not mark andy variation in the nature of hardness of these massive joint clays. There are frequent layers of clay nodules, sometimes calcareous, and a few ledges of nodular gray sandstone which are confined to limited areas. Occasional thick ledges of cross-bedded sandstone and lenticular masses of greenish sand occur at almost all levels, but these are likewise of limited extent. Near the top...the clays take on a more sandy nature."" (Riggs 1901)",claystone,"concretionary,green,red,blue",,,,sandstone,"""cross stratification""",,,Y,levee,,overbank-levee in a well-drained floodplain,"11 presacral, 5 sacral, 23 caudal vertebrae, pelvis, ribs, and chevrons",14,14,408,M. Carrano,M. Carrano,M. Oreska,2004-02-05 8:10:39,2011-02-16 9:11:36,gp_mid,-43.62,26.57,101
384371,occ,,,36578,Ornithopsis n. sp. leedsii,species,56552,,Ornithopsis leedsii,,species,56552,Early Callovian,,164.7,161.2,25692,-0.25,52.583302,UK,England,Cambridgeshire,based on nearby landmark,4,small collection,"from well sunk near the gas-works at Peterborough, Cambridgeshire, England.",,15,Oxford Clay,Ancholme,,Oxford Clay,Ancholme,,bed,,,,,,,,"Bones were resting on top of a clay layer, below gray sand layer, all within Oxford Clay. ""Probably M. macrocephalus Zone"" (Ref 14480). Kellaways Formation???","""12 feet of grey sand, nearly white in places, and fine-grained, but it was uncertain whether the bedding which it showed was current-bedding. Beneath the sand were the bones resting on the underlying clay.""",claystone,,,,Y,sandstone,"""cross stratification"",fine,gray,white",,,,"""12 feet of grey sand, nearly white in places, and fine-grained, but it was uncertain whether the bedding which it showed was current-bedding. Beneath the sand were the bones resting on the underlying clay.""",claystone,,,,Y,sandstone,"""cross stratification"",fine,gray,white",,,,marine indet.,,,BMNH R1985-1988,14,14,14,M. Carrano,M. Carrano,M. Carrano,2004-02-05 10:02:18,2007-11-06 10:07:06,gp_mid,18.55,35.97,315
