occurrence_no,record_type,reid_no,flags,collection_no,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_attr,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
1073648,occ,,I,46622,Anchisauripus parallelus,species,67399,subjective synonym of,Grallator cursorius,,species,64080,Norian,,228,208.5,12444,-75.095001,40.568611
1088560,occ,,,112285,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Carnian,Norian,237,208.5,17140,79.583336,19.216667
1088570,occ,27841,,112285,Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Carnian,Norian,237,208.5,43744,79.583336,19.216667
1088573,occ,30576,,112285,cf. Saurischia indet.,unranked clade,91969,,Saurischia,,unranked clade,38505,Carnian,Norian,237,208.5,43744,79.583336,19.216667
1089127,occ,27847,,136890,n. gen. Nyasasaurus n. sp. parringtoni,species,251932,,Nyasasaurus parringtoni,,species,251932,Anisian,,247.2,242,43766,35.233002,-10.283
1089130,occ,,,136891,Thecodontosaurus n. sp. alophos,species,68500,subjective synonym of,Nyasasaurus parringtoni,,species,251932,Anisian,,247.2,242,6969,34.75,-10.533333
1099950,occ,,,131422,"""Gresslyosaurus"" sp.",genus,57404,nomen dubium,Prosauropoda,,unranked clade,38634,Rhaetian,,208.5,201.3,29871,9.066111,48.558613
1100719,occ,,I,55416,Anchisauripus cf. milfordensis,species,85754,subjective synonym of,Grallator tuberosus,,species,67394,Carnian,,237,228,35886,-64.616669,45.200001
1100720,occ,,IF,138975,Anchisauripus cf. hitchcocki,species,66091,subjective synonym of,Grallator tenuis,,species,67368,Norian,,228,208.5,35886,-65.908775,44.570038
1100727,occ,,,83736,Ornithischia indet.,unranked clade,38712,,Ornithischia,,unranked clade,38712,Carnian,,237,228,31721,-105.793999,35.2374
1100729,occ,,,22718,Theropoda indet.,unranked clade,38513,,Theropoda,,unranked clade,38513,Carnian,,237,228,31721,-105.793999,35.2374
1101334,occ,,,139198,Prosauropoda ? indet.,unranked clade,38634,,Prosauropoda,,unranked clade,38634,Rhaetian,,208.5,201.3,44712,5.616667,49.708332
1101355,occ,,,139199,Prosauropoda indet.,unranked clade,38634,,Prosauropoda,,unranked clade,38634,Rhaetian,,208.5,201.3,44712,5.662348,49.697243
1101375,occ,,,139202,Prosauropoda indet.,unranked clade,38634,,Prosauropoda,,unranked clade,38634,Rhaetian,,208.5,201.3,44712,5.662348,49.697243
1104033,occ,28161,,97829,Plateosauridae indet.,family,54157,,Plateosauridae,,family,54157,Norian,,228,208.5,33788,11.166667,49.233334
1104034,occ,,,97829,Plateosauridae indet.,family,54157,,Plateosauridae,,family,54157,Norian,,228,208.5,44840,11.166667,49.233334
1104047,occ,,,139478,Plateosaurus sp.,genus,38644,,Plateosaurus,,genus,38644,Norian,,228,208.5,44840,11.11,49.504166
1104050,occ,,,22684,cf. Halticosaurus longotarsus,species,56377,nomen dubium,Theropoda,,unranked clade,38513,Rhaetian,,208.5,201.3,44850,11.073611,51.897499
1104051,occ,,,22684,Carnosauria indet.,infraorder,53943,,Carnosauria,,infraorder,53943,Rhaetian,,208.5,201.3,44850,11.073611,51.897499
1104612,occ,28179,,139578,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,42432,-67.190567,-31.864876
1104619,occ,37522,,139580,Heterodontosaurinae indet.,subfamily,248277,,Heterodontosaurinae,,subfamily,248277,Norian,,228,208.5,73943,-68.300003,-48.099998
1105202,occ,,IF,139732,Dinosaurichnium n. sp. schlehenbergense,species,85802,recombined as,Coelurosaurichnus schlehenbergensis,,species,85802,Carnian,,237,228,44929,11.61935,49.896858
1105214,occ,,IF,139738,n. gen. Dinosaurichnium n. sp. schlauersbachense,species,85799,recombined as,Coelurosaurichnus schlauersbachense,,species,85799,Carnian,,237,228,44936,10.751787,49.269287
1105216,occ,,IF,139740,Coelurosaurichnus n. sp. tatricus,species,258987,recombined as,Eubrontes tatricus,,species,258987,Norian,Rhaetian,228,201.3,82711,19.941044,49.224201
1106462,occ,,,139922,Thecodontosaurus n. sp. elisae,species,57417,recombined as,Plateosaurus elizae,,species,57417,Rhaetian,,208.5,201.3,45243,5.528845,48.009727
1106806,occ,28442,,139922,Gresslyosaurus sp.,genus,57404,nomen dubium,Prosauropoda,,unranked clade,38634,Rhaetian,,208.5,201.3,45099,5.528845,48.009727
1106817,occ,38525,,140023,Plateosaurus sp.,genus,38644,,Plateosaurus,,genus,38644,Rhaetian,,208.5,201.3,45099,5.440633,47.764595
1106820,occ,,,137680,Thecodontosaurus n. sp. latespinatus,species,57413,nomen vanum,Thecodontosaurus,,genus,53022,Ladinian,,242,237,16920,6.405988,48.555828
1106822,occ,,,137641,Thecodontosaurus latespinatus,species,57413,nomen vanum,Thecodontosaurus,,genus,53022,Anisian,,247.2,242,16920,11.64,49.959999
1107323,occ,,,140077,n. gen. Velocipes n. sp. guerichi,species,56387,,Velocipes guerichi,,species,56387,Norian,,228,208.5,29483,18.420881,50.775135
1112358,occ,,,52032,Coloradisaurus brevis,species,68584,,Coloradisaurus brevis,,species,66680,Norian,,228,208.5,45763,-67.933327,-29.783501
1114165,occ,,,141243,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,45873,-53.549999,-29.35
1116587,occ,33707,,39160,Ornithischia indet.,unranked clade,38712,,Ornithischia,,unranked clade,38712,Norian,,228,208.5,46019,-109.462486,34.43742
1119323,occ,,,137693,Thecodontosaurus ? sp.,genus,53022,,Thecodontosaurus,,genus,53022,Rhaetian,,208.5,201.3,46182,-2.32,51.23
1125673,occ,,,142750,Plateosaurus cf. poligniensis,species,57403,nomen dubium,Prosauropoda,,unranked clade,38634,Norian,,228,208.5,46327,5.899167,46.910557
1126079,occ,39456,IF,142852,Evazoum sp.,genus,131586,,Evazoum,,genus,131586,Norian,,228,208.5,79967,152.891937,-27.630945
1136057,occ,,,144758,n. gen. Actiosaurus n. sp. gaudryi,species,268201,,Actiosaurus gaudryi,,species,268201,Rhaetian,,208.5,201.3,46686,4.409803,46.903538
1139540,occ,32486,,145209,cf. Plateosaurus sp.,genus,38644,,Plateosaurus,,genus,38644,Norian,,228,208.5,59610,-68.300003,-48.099998
1163995,occ,,,149708,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,28154,27.266666,-29.85
1164029,occ,,,149732,Plateosaurus sp.,genus,38644,,Plateosaurus,,genus,38644,Late Triassic,,237,201.3,33897,9.932778,51.590279
1164059,occ,,IF,149751,n. gen. Tetrasauropus n. sp. unguiferus,species,77114,,Tetrasauropus unguiferus,,species,77114,Norian,,228,208.5,28154,27.6,-30.35
1164062,occ,,,149752,cf. Massospondylus sp.,genus,38642,,Massospondylus,,genus,38642,Norian,Rhaetian,228,201.3,25375,27.366667,-29.083332
1193382,occ,,IF,154230,Plesiornis pilulatus,species,67378,,Plesiornis pilulatus,,species,67378,Norian,,228,208.5,50062,-77.435478,38.805447
1193453,occ,,,154239,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Norian,,228,208.5,50085,-109.671387,38.859444
1209936,occ,,I,157018,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Rhaetian,Hettangian,208.5,199.3,51461,-112.537674,37.122406
1209937,occ,,I,157018,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,Hettangian,208.5,199.3,51461,-112.537674,37.122406
1209938,occ,,IF,157018,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Rhaetian,Hettangian,208.5,199.3,51461,-112.537674,37.122406
1209939,occ,,,157018,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Rhaetian,Hettangian,208.5,199.3,62895,-112.537674,37.122406
1211188,occ,,I,157240,cf. Anomoepus sp.,genus,67049,,Anomoepus,,genus,67049,Norian,Rhaetian,228,201.3,51623,19.941044,49.229538
1211189,occ,,I,157240,cf. Moyenisauropus sp.,genus,52872,subjective synonym of,Anomoepus,,genus,67049,Norian,Rhaetian,228,201.3,51623,19.941044,49.229538
1211190,occ,,I,157240,cf. Grallator sp.,genus,64079,,Grallator,,genus,64079,Norian,Rhaetian,228,201.3,51623,19.941044,49.229538
1211191,occ,,IF,157240,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,Rhaetian,228,201.3,51623,19.941044,49.229538
1211192,occ,,IF,157240,cf. Kayentapus sp.,genus,68970,,Kayentapus,,genus,68970,Norian,Rhaetian,228,201.3,51623,19.941044,49.229538
1211193,occ,,,157240,Sauropodomorpha ? indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,Rhaetian,228,201.3,51623,19.941044,49.229538
1211194,occ,,IF,139740,Anchisauripus sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,Rhaetian,228,201.3,51623,19.941044,49.224201
1211195,occ,,IF,139740,cf. Kayentapus sp.,genus,68970,,Kayentapus,,genus,68970,Norian,Rhaetian,228,201.3,51623,19.941044,49.224201
1211196,occ,,I,139740,cf. Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Norian,Rhaetian,228,201.3,51623,19.941044,49.224201
1211197,occ,,,139740,Sauropodomorpha ? indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,Rhaetian,228,201.3,51623,19.941044,49.224201
1214508,occ,,I,157877,Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Norian,,228,208.5,51910,-53.446667,-29.5625
1215206,occ,30124,,117821,Prosauropoda ? indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Norian,,228,208.5,37798,5.67,46.91
1237916,occ,,,163062,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Sevatian,,212,205.6,53065,7.728677,47.507462
1239705,occ,,,163271,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Norian,Sinemurian,228,190.8,30910,-74.407372,40.633713
1239985,occ,,,120898,Thecodontosaurus sp.,genus,53022,,Thecodontosaurus,,genus,53022,Rhaetian,,208.5,201.3,53178,-2.391389,51.203056
1249941,occ,,,164960,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Late Triassic,,237,201.3,53987,-76.86158,40.197353
1254838,occ,,,166211,Prosauropoda ? indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Norian,Rhaetian,228,201.3,54299,14.092265,45.957523
1282494,occ,,I,170320,Coelurosaurichnus n. sp. moeni,species,85791,,Coelurosaurichnus moeni,,species,85791,Norian,,228,208.5,55549,10.516975,50.034382
1282495,occ,,I,170320,Coelurosaurichnus n. sp. kehli,species,85794,,Coelurosaurichnus kehli,,species,85794,Norian,,228,208.5,55549,10.516975,50.034382
1283498,occ,,,170616,n. gen. Sefapanosaurus n. sp. zastronensis,species,322708,,Sefapanosaurus zastronensis,,species,322708,Norian,Hettangian,228,199.3,55582,27.083332,-30.299999
1289747,occ,,IF,55259,Anchisauripus ? sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,,228,208.5,55941,-108.914368,38.646606
1293849,occ,,,172834,Eucnemesaurus n. sp. entaxonis,species,327194,,Eucnemesaurus entaxonis,,species,327194,Norian,Rhaetian,228,201.3,56187,26.910557,-30.884722
1293850,occ,,,172835,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,Rhaetian,228,201.3,56187,26.910557,-30.884722
1298933,occ,,,173353,Dinosauria indet.,unranked clade,52775,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,56365,153.038757,-27.433254
1298939,occ,,,173354,Dinosauria indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Norian,,228,208.5,56367,-72.751472,41.532688
1302494,occ,38959,I,174107,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,78429,-111.607628,36.86356
1304978,occ,,IF,174686,n. gen. Plesiothornipos n. sp. binneyi,species,85790,,Plesiothornipos binneyi,,species,85790,Late Triassic,,237,201.3,57079,-2.757227,53.329395
1308716,occ,,,98623,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Carnian,Norian,237,208.5,57397,-53.292778,-29.653055
1308718,occ,,,98623,cf. Pampadromaeus barberenai,species,243373,,Pampadromaeus barberenai,,species,243373,Carnian,Norian,237,208.5,57400,-53.292778,-29.653055
1308743,occ,,,175577,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,57419,-53.264999,-29.612778
1327346,occ,,,178451,Coelophysis ? sp.,genus,38520,,Coelophysis,,genus,38520,Norian,Rhaetian,228,201.3,59032,-108.907349,38.293118
1328196,occ,32309,,52029,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Late Triassic,,237,201.3,23520,-70.917595,-47.444614
1330155,occ,,I,179080,Agialopous sp.,genus,54518,subjective synonym of,Grallator,,genus,64079,Norian,Rhaetian,228,201.3,63566,-108.886665,40.762222
1330167,occ,,,179081,Theropoda indet.,unranked clade,94209,,Theropoda,,unranked clade,38513,Carnian,,237,228,13905,-106.934723,43.420555
1330170,occ,,,71979,Coelophysis ? sp.,genus,38520,,Coelophysis,,genus,38520,Carnian,Norian,237,208.5,24343,-101.138519,33.606396
1330171,occ,32384,,71979,n. gen. Caseosaurus n. sp. crosbyensis,species,66661,,Caseosaurus crosbyensis,,species,66661,Carnian,Norian,237,208.5,13905,-101.138519,33.606396
1330172,occ,,,71979,Dinosauria indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Carnian,Norian,237,208.5,24343,-101.138519,33.606396
1331527,occ,34685,I,179277,Agialopous ? sp.,genus,54518,subjective synonym of,Grallator,,genus,64079,Norian,Rhaetian,228,201.3,65643,-109.295753,40.450798
1332868,occ,,,179601,Saurischia ? indet.,unranked clade,38505,,Saurischia,,unranked clade,38505,Norian,,228,208.5,59489,-106.858597,35.603199
1342719,occ,,IF,179277,Eosauropus cimarronensis,species,131585,,Eosauropus cimarronensis,,species,131585,Norian,Rhaetian,228,201.3,39735,-109.295753,40.450798
1342720,occ,,IF,55259,Eosauropus cimarronensis,species,131585,,Eosauropus cimarronensis,,species,131585,Norian,,228,208.5,39735,-108.914368,38.646606
1347762,occ,,,175578,n. gen. Buriolestes n. sp. schultzi,species,347522,,Buriolestes schultzi,,species,347522,Carnian,,237,228,60786,-53.435833,-29.658611
1347830,occ,35573,,182613,n. gen. Lucianovenator n. sp. bonoi,species,370734,,Lucianovenator bonoi,,species,370734,Norian,,228,208.5,65741,-67.26667,-31.633333
1347831,occ,38201,,182613,Sauropodiformes indet.,unranked clade,174880,,Sauropodiformes,,unranked clade,174880,Norian,,228,208.5,76315,-67.26667,-31.633333
1347832,occ,,,182614,Sauropodomorpha indet.,unranked clade,91972,,Sauropodomorpha,,unranked clade,38633,Norian,,228,208.5,60799,-67.290558,-31.604445
1355421,occ,,IF,184045,Coelurosaurichnus cf. ziegelangernensis,species,85792,,Coelurosaurichnus ziegelangernensis,,species,85792,Olenekian,,251.2,247.2,61484,-2.18215,52.389099
1355422,occ,,I,184045,Coelurosaurichnus sp. A informal,genus,68186,obsolete variant of,Coelurosaurichnus,,genus,68186,Olenekian,,251.2,247.2,61484,-2.18215,52.389099
1355423,occ,,I,184045,Coelurosaurichnus sp. B informal,genus,68186,obsolete variant of,Coelurosaurichnus,,genus,68186,Olenekian,,251.2,247.2,61484,-2.18215,52.389099
1355599,occ,,,184078,Dinosauria indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Late Triassic,,237,201.3,61486,28.549999,-24.950001
1356672,occ,,,54168,Coelophysis sp.,genus,38520,,Coelophysis,,genus,38520,Norian,,228,208.5,61566,-106.874496,36.339298
1358594,occ,,,183201,Coelophysoidea indet.,superfamily,55476,,Coelophysoidea,,superfamily,55476,Late Triassic,Early Jurassic,237,174.1,61868,-109.237953,40.453594
1358595,occ,,,183201,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Late Triassic,Early Jurassic,237,174.1,61868,-109.237953,40.453594
1358598,occ,,I,183201,Grallator sp.,genus,64079,,Grallator,,genus,64079,Late Triassic,Early Jurassic,237,174.1,61868,-109.237953,40.453594
1358686,occ,,IF,32300,Tetrasauropus sp.,genus,77113,,Tetrasauropus,,genus,77113,Late Triassic,,237,201.3,61886,-109.256828,40.434498
1359051,occ,,I,184678,Atreipus milfordensis,species,68466,subjective synonym of,Grallator tuberosus,,species,67394,Norian,Rhaetian,228,201.3,61886,-110.475281,37.771667
1359054,occ,34696,IF,46560,n. gen. Eosauropus n. sp. cimarronensis,species,131585,,Eosauropus cimarronensis,,species,131585,Norian,,228,208.5,39735,-103.350899,36.894199
1359055,occ,34103,IF,46560,Pseudotetrasauropus sp.,genus,77385,,Pseudotetrasauropus,,genus,77385,Norian,,228,208.5,61886,-103.350899,36.894199
1359056,occ,,I,46560,Coelurosaurichnus sp.,genus,68186,,Coelurosaurichnus,,genus,68186,Norian,,228,208.5,65433,-103.350899,36.894199
1359058,occ,34698,IF,32300,Evazoum sp.,genus,131586,,Evazoum,,genus,131586,Late Triassic,,237,201.3,65678,-109.256828,40.434498
1359059,occ,,I,184679,Grallator sp.,genus,64079,,Grallator,,genus,64079,Norian,,228,208.5,61886,-102.981071,36.897655
1359060,occ,,I,32300,Grallator sp.,genus,64079,,Grallator,,genus,64079,Late Triassic,,237,201.3,61886,-109.256828,40.434498
1359502,occ,,,184777,Theropoda indet.,unranked clade,94209,,Theropoda,,unranked clade,38513,Rhaetian,Hettangian,208.5,199.3,61945,-110.795219,37.293327
1365954,occ,,IF,186039,Deuterotetrapous n. sp. plancus,species,355051,,Deuterotetrapous plancus,,species,355051,Anisian,,247.2,242,62424,-1.349473,52.945992
1370795,occ,,,39219,Fabrosauridae indet.,family,38714,,Fabrosauridae,,family,38714,Norian,,228,208.5,10591,-109.462166,34.437237
1371096,occ,,I,187199,"""Anchisauripus"" milfordensis",species,85754,subjective synonym of,Grallator tuberosus,,species,67394,Carnian,Norian,237,208.5,62791,-64.356766,45.188694
1371692,occ,,,107286,cf. Halticosaurus sp.,genus,38516,nomen dubium,Theropoda,,unranked clade,38513,Carnian,,237,228,57902,-64,45.216667
1371693,occ,,,107286,Prosauropoda indet.,unranked clade,38634,,Prosauropoda,,unranked clade,38634,Carnian,,237,228,57902,-64,45.216667
1371698,occ,,I,187287,Anchisauripus minuscolus,species,357660,"misspelling of, recombined as",Eubrontes minusculus,,species,67386,Norian,,228,208.5,62821,-74.201317,40.867947
1374080,occ,,,187582,Thecodontosaurus latespinatus,species,57413,nomen vanum,Thecodontosaurus,,genus,53022,Middle Triassic,,247.2,237,62966,10.055129,49.142696
1378890,occ,,IF,68222,Coelurosaurichnus palissyi,species,92020,"misspelling of, obsolete variant of",Coelurosaurichnus palyssi,,species,92021,Anisian,Ladinian,247.2,237,63317,4.432778,46.841946
1378892,occ,,IF,68223,Coelurosaurichnus n. sp. palissyi,species,92020,"misspelling of, obsolete variant of",Coelurosaurichnus palyssi,,species,92021,Anisian,Ladinian,247.2,237,63319,4.432778,46.841946
1380878,occ,35500,IF,31310,Anchisauripus bibractensis,species,92019,,Anchisauripus bibractensis,,species,92019,Anisian,Ladinian,247.2,237,8459,5.316667,45.25
1380879,occ,35727,I,31310,aff. Coelurosaurichnus sp.,genus,68186,,Coelurosaurichnus,,genus,68186,Anisian,Ladinian,247.2,237,68923,5.316667,45.25
1381627,occ,,IF,179080,Anchisauripus ? sp.,genus,64083,,Anchisauripus,,genus,64083,Norian,Rhaetian,228,201.3,63566,-108.886665,40.762222
1382147,occ,,,68882,Ornithischia indet. 1 informal,species,91973,species not entered,Ornithischia,,unranked clade,38712,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1382148,occ,,,68882,Ornithischia indet. 2 informal,species,91973,species not entered,Ornithischia,,unranked clade,38712,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1382149,occ,,,68882,Ornithischia indet. 3 informal,species,91973,species not entered,Ornithischia,,unranked clade,38712,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1382150,occ,,,68882,Eusauropoda indet.,unranked clade,57437,,Eusauropoda,,unranked clade,57437,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1382151,occ,,,68882,Prosauropoda indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1382152,occ,,,68882,Theropoda indet. 1 informal,species,91970,species not entered,Theropoda,,unranked clade,38513,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1382153,occ,,,68882,Theropoda indet. 2 informal,species,91970,species not entered,Theropoda,,unranked clade,38513,Rhaetian,,208.5,201.3,35280,5.616667,49.708332
1383390,occ,,I,55414,Anomoepus sp.,genus,67049,,Anomoepus,,genus,67049,Norian,,228,208.5,63742,-77.057899,40.001499
1383391,occ,,,189579,Dinosauria indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Late Triassic,,237,201.3,63742,-76.784668,40.162384
1394191,occ,,,138123,Theropoda indet.,unranked clade,94209,,Theropoda,,unranked clade,38513,Anisian,,247.2,242,64860,11.767778,51.217499
1396841,occ,,,67996,Dinosauria ? indet.,unranked clade,90099,,Dinosauria,,unranked clade,52775,Norian,,228,208.5,65131,-110.321724,37.421185
1398274,occ,38350,I,192751,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Norian,,228,208.5,76668,-102.96167,37.008244
1398276,occ,38349,I,192752,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Norian,,228,208.5,76668,-102.973404,37.997799
1398894,occ,,,27006,Theropoda indet.,unranked clade,91970,,Theropoda,,unranked clade,38513,Alaunian,,215.56,212,7466,-22.678612,71.478615
1398895,occ,,,27006,Prosauropoda indet.,unranked clade,162292,,Prosauropoda,,unranked clade,38634,Alaunian,,215.56,212,7466,-22.678612,71.478615
1399126,occ,38344,I,192896,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Rhaetian,,208.5,201.3,76668,-109.607201,38.514999
1399128,occ,,IF,192896,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,65483,-109.607201,38.514999
1399129,occ,38345,I,192897,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Rhaetian,,208.5,201.3,76668,-109.607201,38.514999
1399131,occ,,IF,192897,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,65483,-109.607201,38.514999
1399323,occ,38346,I,192915,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Rhaetian,,208.5,201.3,76668,-109.694702,38.695099
1399325,occ,38347,I,192916,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Rhaetian,,208.5,201.3,76668,-109.694702,38.695099
1399327,occ,38351,I,192917,Grallator cursorius,species,64080,,Grallator cursorius,,species,64080,Rhaetian,,208.5,201.3,76668,-111.272911,35.907921
1399328,occ,,IF,192917,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,65483,-111.272911,35.907921
1400047,occ,,I,192941,Grallator ? sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,65483,-109.310753,40.457928
1400048,occ,,IF,192941,Eosauropus ? sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,65483,-109.310753,40.457928
1400049,occ,,IF,105096,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,65483,-108.636002,39.027
1400051,occ,,I,192943,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,58631,-108.667137,39.056419
1400053,occ,,I,192944,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,58631,-108.667137,39.056419
1400054,occ,,I,192945,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,58631,-108.667137,39.056419
1400055,occ,,I,192946,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,58631,-108.667137,39.056419
1400931,occ,34682,IF,192947,Eosauropus sp.,genus,131584,,Eosauropus,,genus,131584,Rhaetian,,208.5,201.3,65483,-108.91465,38.610184
1400935,occ,,I,193012,Grallator sp.,genus,64079,,Grallator,,genus,64079,Rhaetian,,208.5,201.3,65632,-108.940765,38.620537
1401098,occ,,I,193015,Agialopous sp.,genus,54518,subjective synonym of,Grallator,,genus,64079,Norian,Rhaetian,228,201.3,59355,-109.309349,40.456928
1401108,occ,38975,,193016,Theropoda indet.,unranked clade,94209,,Theropoda,,unranked clade,38513,Norian,Rhaetian,228,201.3,78442,-109.327782,40.462502
1401114,occ,,I,193019,Grallator sp.,genus,64079,,Grallator,,genus,64079,Norian,Rhaetian,228,201.3,65643,-109.335281,40.458057
1401120,occ,,,193044,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,65643,-109.285728,40.447193
1401121,occ,,I,193045,Agialopous sp.,genus,54518,subjective synonym of,Grallator,,genus,64079,Norian,Rhaetian,228,201.3,65643,-109.241982,40.328472
1401123,occ,,,193046,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,65643,-109.602928,40.562374
1401124,occ,,,193047,Dinosauria ? indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Norian,Rhaetian,228,201.3,65643,-109.532074,40.583553
1401707,occ,,,193242,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Rhaetian,,208.5,201.3,65643,-109.261047,40.444221
1401708,occ,,,193243,Dinosauria indet.,unranked clade,91968,,Dinosauria,,unranked clade,52775,Rhaetian,,208.5,201.3,65643,-109.63517,40.542068
1401733,occ,,IF,157018,Anomoepidae indet.,family,370232,"misspelling of, obsolete variant of",Anomoepodidae,,family,52874,Rhaetian,Hettangian,208.5,199.3,65669,-112.537674,37.122406
1401765,occ,,IF,84184,Eosauropus cimarronensis,species,131585,,Eosauropus cimarronensis,,species,131585,Norian,,228,208.5,39735,-102.989723,37.012779
1401766,occ,,IF,57949,Eosauropus ? sp.,genus,131584,,Eosauropus,,genus,131584,Norian,,228,208.5,39735,-3.250398,51.393559
1401891,occ,,IF,68780,n. gen. Evazoum n. sp. sirigui,species,131587,,Evazoum sirigui,,species,131587,Carnian,,237,228,65679,9.882214,44.081387
1403127,occ,,,98623,n. gen. Bagualosaurus n. sp. agudoensis,species,370986,,Bagualosaurus agudoensis,,species,370986,Carnian,Norian,237,208.5,65762,-53.292778,-29.653055
1405232,occ,,IF,194070,Otozoum n. sp. grandcombensis,species,77383,,Otozoum grandcombensis,,species,77383,Norian,,228,208.5,65699,4.052634,44.220547
1405233,occ,,IF,194070,Grallator n. sp. andeolensis,species,334330,,Grallator andeolensis,,species,334330,Norian,,228,208.5,65699,4.052634,44.220547
1405234,occ,,I,194071,Grallator sp.,genus,64079,,Grallator,,genus,64079,Norian,,228,208.5,65699,4.052634,44.220547
1405235,occ,,I,194071,cf. Eubrontes sp.,genus,66094,,Eubrontes,,genus,66094,Norian,,228,208.5,65699,4.052634,44.220547
1405297,occ,,I,194093,Grallator parallelus,species,67398,subjective synonym of,Grallator cursorius,,species,64080,Rhaetian,,208.5,201.3,65922,-74.194168,40.88028
1405298,occ,,IF,194093,Eubrontes giganteus,species,66095,,Eubrontes giganteus,,species,67402,Rhaetian,,208.5,201.3,65922,-74.194168,40.88028
1405299,occ,,IF,194093,Anchisauripus sillimani,species,67393,recombined as,Eubrontes sillimani,,species,67392,Rhaetian,,208.5,201.3,65922,-74.194168,40.88028
